timestamp,actual,sarima,lower_95,upper_95
2020-01-12 00:00:00+00:00,59.07759523809524,62.526810929512536,59.32522769247258,65.72839416655249
2020-01-19 00:00:00+00:00,60.36169642857143,63.67718389158192,60.46188183491961,66.89248594824423
2020-01-26 00:00:00+00:00,60.89373214285715,62.833451059456394,59.604271303719344,66.06263081519344
2020-02-02 00:00:00+00:00,60.83919642857144,62.68105925514329,59.437844888909964,65.92427362137661
2020-02-09 00:00:00+00:00,60.259839285714285,62.58714755796777,59.32974363072365,65.84455148521188
2020-02-16 00:00:00+00:00,60.845125,62.33936332807418,59.067616867896206,65.61110978825215
2020-02-23 00:00:00+00:00,59.787327380952384,62.1330954445309,58.84685543671253,65.41933545234927
2020-03-01 00:00:00+00:00,58.8991369047619,62.48127195444719,59.180389328143534,65.78215458075084
2020-03-08 00:00:00+00:00,58.68847023809524,60.908814474946205,57.59314208904527,64.22448686084714
2020-03-15 00:00:00+00:00,58.534238095238095,60.429292266341825,57.09868489486468,63.75989963781897
2020-03-22 00:00:00+00:00,55.37274404761904,59.475814860239815,56.130129177273126,62.821500543206504
2020-03-29 00:00:00+00:00,53.47198214285714,56.81363374713205,53.45272831114559,60.17453918311851
2020-04-05 00:00:00+00:00,52.84526785714285,56.55424305598807,53.17797829386968,59.930507818106456
2020-04-12 00:00:00+00:00,47.21088690476191,56.357211374058124,52.96544956462903,59.748973183487216
2020-04-19 00:00:00+00:00,47.41569642857143,56.08130941728899,52.67391467446034,59.48870416011764
2020-04-26 00:00:00+00:00,50.17241666666667,56.75431968530795,53.33115794086624,60.177481429749655
2020-05-03 00:00:00+00:00,48.16190476190476,55.1386225328646,51.69956151901308,58.57768354671612
2020-05-10 00:00:00+00:00,49.59077976190476,55.26553404099999,51.81044327248336,58.720624809516615
2020-05-17 00:00:00+00:00,50.92697619047619,55.85807337575196,52.3868241318254,59.329322619678514
2020-05-24 00:00:00+00:00,47.43964285714286,54.187205719329235,50.6996710254199,57.67474041323857
2020-05-31 00:00:00+00:00,49.52760714285715,55.53594194062408,52.031996549789966,59.03988733145819
2020-06-07 00:00:00+00:00,48.776244047619045,56.177459920978755,52.656980295247884,59.69793954670963
2020-06-14 00:00:00+00:00,48.21974404761905,56.13383225162437,52.59669654298614,59.6709679602626
2020-06-21 00:00:00+00:00,49.81394642857144,57.08747281814172,53.533560849672305,60.641384786611134
2020-06-28 00:00:00+00:00,50.48079166666666,57.05803552796888,53.48722877451051,60.628842281427254
2020-07-05 00:00:00+00:00,51.458875,57.1348775398558,53.5470591088744,60.7226959708372
2020-07-12 00:00:00+00:00,51.25257738095239,56.348562229861386,52.74361684209609,59.953507617626684
2020-07-19 00:00:00+00:00,50.89618452380952,56.17346721389055,52.55128118389034,59.795653243890754
2020-07-26 00:00:00+00:00,50.4757380952381,55.785831101143486,52.14629231785867,59.4253698844283
2020-08-02 00:00:00+00:00,50.04939285714286,55.51750321400304,51.860501121344264,59.17450530666182
2020-08-09 00:00:00+00:00,49.45092261904762,55.17441037199685,51.49983594928394,58.84898479470976
2020-08-16 00:00:00+00:00,52.07673809523809,54.72903325130717,51.03677899381514,58.4212875087992
2020-08-23 00:00:00+00:00,51.87205952380952,56.09675255367838,52.38671245321317,59.806792654143585
2020-08-30 00:00:00+00:00,51.653375,56.103970207285506,52.37603973266405,59.831900681906966
2020-09-06 00:00:00+00:00,51.617744047619055,56.239920257007846,52.493996334793025,59.98584417922267
2020-09-13 00:00:00+00:00,51.50763095238095,56.796264784029034,53.032245779081684,60.560283788976385
2020-09-20 00:00:00+00:00,52.18132738095238,56.493486232802006,52.71127193466432,60.275700530939694
2020-09-27 00:00:00+00:00,53.41193452380952,57.07671379229414,53.276205376338005,60.87722220825028
2020-10-04 00:00:00+00:00,57.41031944444444,56.570281101718834,52.75138110438647,60.3891810990512
